Thu Aug 14 04:20:58 PDT 2014 Starting master on sceplus-vm48
core file size          (blocks, -c) 0
2014-08-14 05:46:27,979 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_CLOSE
2014-08-14 05:46:27,983 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] regionserver.RSRpcServices: Close d4c372565ab1fd0cf9d509f0969b7a48, moving to sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:46:27,992 INFO  [StoreCloserThread-hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.-1] regionserver.HStore: Closed info
2014-08-14 05:46:27,993 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-1] regionserver.HRegion: Closed hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 05:46:27,993 WARN  [RS_CLOSE_REGION-sceplus-vm48:16020-1] regionserver.HRegionServer: Not adding moved region record: d4c372565ab1fd0cf9d509f0969b7a48 to self.
2014-08-14 05:46:27,994 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-1] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_CLOSE, ts=1408020387979, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=CLOSED, ts=1408020387994, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:46:27,994 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-1] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=CLOSED
2014-08-14 05:46:27,999 INFO  [AM.-pool1-t22] master.AssignmentManager: Assigning hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. to sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:46:27,999 INFO  [AM.-pool1-t22] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=CLOSED, ts=1408020387994, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408020387999, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:46:27,999 INFO  [AM.-pool1-t22] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_OPEN
2014-08-14 05:46:28,003 INFO  [AM.-pool1-t22] regionserver.RSRpcServices: Open hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 05:46:28,015 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] hfile.CacheConfig: blockCache=org.apache.hadoop.hbase.io.hfile.LruBlockCache@9cf29c, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheCompressed=false, prefetchOnOpen=false
2014-08-14 05:46:28,017 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] compactions.CompactionConfiguration: size [134217728, 9223372036854775807); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2560; major period 604800000, major jitter 0.500000
2014-08-14 05:46:28,043 INFO  [RS_OPEN_REGION-sceplus-vm48:16020-2] regionserver.HRegion: Onlined d4c372565ab1fd0cf9d509f0969b7a48; next sequenceid=8
2014-08-14 05:46:28,043 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] regionserver.HRegionServer: Post open deploy tasks for hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 05:46:28,044 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408020387999, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408020388044, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:46:28,044 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=OPEN&openSeqNum=8&server=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:50:59,974 INFO  [LruBlockCacheStatsExecutor] hfile.LruBlockCache: totalSize=5.03 MB, freeSize=5.94 GB, max=5.95 GB, accesses=250, hits=240, hitRatio=96.00%, , cachingAccesses=246, cachingHits=236, cachingHitsRatio=95.93%, evictions=0, evicted=6, evictedPerRun=Infinity
2014-08-14 05:51:27,978 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.HMaster: balance hri=hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48., src=sceplus-vm48.almaden.ibm.com,16020,1408010699408, dest=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:51:27,979 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408020388044, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_CLOSE, ts=1408020687979, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:51:27,979 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_CLOSE
2014-08-14 05:51:27,983 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] regionserver.RSRpcServices: Close d4c372565ab1fd0cf9d509f0969b7a48, moving to sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:51:27,989 INFO  [StoreCloserThread-hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.-1] regionserver.HStore: Closed info
2014-08-14 05:51:27,990 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-2] regionserver.HRegion: Closed hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 05:51:27,991 WARN  [RS_CLOSE_REGION-sceplus-vm48:16020-2] regionserver.HRegionServer: Not adding moved region record: d4c372565ab1fd0cf9d509f0969b7a48 to self.
2014-08-14 05:51:27,992 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-2] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_CLOSE, ts=1408020687979, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=CLOSED, ts=1408020687992, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:51:27,992 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-2] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=CLOSED
2014-08-14 05:51:27,998 INFO  [AM.-pool1-t23] master.AssignmentManager: Assigning hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. to sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:51:27,998 INFO  [AM.-pool1-t23] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=CLOSED, ts=1408020687992, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408020687998, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:51:27,998 INFO  [AM.-pool1-t23] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_OPEN
2014-08-14 05:51:28,002 INFO  [AM.-pool1-t23] regionserver.RSRpcServices: Open hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 05:51:28,016 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] hfile.CacheConfig: blockCache=org.apache.hadoop.hbase.io.hfile.LruBlockCache@9cf29c, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheCompressed=false, prefetchOnOpen=false
2014-08-14 05:51:28,018 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] compactions.CompactionConfiguration: size [134217728, 9223372036854775807); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2560; major period 604800000, major jitter 0.500000
2014-08-14 05:51:28,043 INFO  [RS_OPEN_REGION-sceplus-vm48:16020-0] regionserver.HRegion: Onlined d4c372565ab1fd0cf9d509f0969b7a48; next sequenceid=8
2014-08-14 05:51:28,044 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] regionserver.HRegionServer: Post open deploy tasks for hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 05:51:28,045 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408020687998, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408020688044, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:51:28,045 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=OPEN&openSeqNum=8&server=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:55:59,974 INFO  [LruBlockCacheStatsExecutor] hfile.LruBlockCache: totalSize=5.03 MB, freeSize=5.94 GB, max=5.95 GB, accesses=254, hits=244, hitRatio=96.06%, , cachingAccesses=250, cachingHits=240, cachingHitsRatio=96.00%, evictions=0, evicted=6, evictedPerRun=Infinity
2014-08-14 05:56:27,978 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.HMaster: balance hri=hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48., src=sceplus-vm48.almaden.ibm.com,16020,1408010699408, dest=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:56:27,979 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408020688044, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_CLOSE, ts=1408020987979, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:56:27,980 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_CLOSE
2014-08-14 05:56:27,985 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] regionserver.RSRpcServices: Close d4c372565ab1fd0cf9d509f0969b7a48, moving to sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:56:27,991 INFO  [StoreCloserThread-hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.-1] regionserver.HStore: Closed info
2014-08-14 05:56:27,992 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-0] regionserver.HRegion: Closed hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 05:56:27,993 WARN  [RS_CLOSE_REGION-sceplus-vm48:16020-0] regionserver.HRegionServer: Not adding moved region record: d4c372565ab1fd0cf9d509f0969b7a48 to self.
2014-08-14 05:56:27,993 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-0] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_CLOSE, ts=1408020987979, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=CLOSED, ts=1408020987993, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:56:27,994 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-0] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=CLOSED
2014-08-14 05:56:27,999 INFO  [AM.-pool1-t24] master.AssignmentManager: Assigning hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. to sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 05:56:28,000 INFO  [AM.-pool1-t24] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=CLOSED, ts=1408020987993, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408020988000, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:56:28,000 INFO  [AM.-pool1-t24] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_OPEN
2014-08-14 05:56:28,003 INFO  [AM.-pool1-t24] regionserver.RSRpcServices: Open hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 05:56:28,015 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] hfile.CacheConfig: blockCache=org.apache.hadoop.hbase.io.hfile.LruBlockCache@9cf29c, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheCompressed=false, prefetchOnOpen=false
2014-08-14 05:56:28,017 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] compactions.CompactionConfiguration: size [134217728, 9223372036854775807); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2560; major period 604800000, major jitter 0.500000
2014-08-14 05:56:28,046 INFO  [RS_OPEN_REGION-sceplus-vm48:16020-1] regionserver.HRegion: Onlined d4c372565ab1fd0cf9d509f0969b7a48; next sequenceid=8
2014-08-14 05:56:28,046 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] regionserver.HRegionServer: Post open deploy tasks for hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 05:56:28,046 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408020988000, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408020988046, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 05:56:28,047 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=OPEN&openSeqNum=8&server=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 06:00:59,973 INFO  [LruBlockCacheStatsExecutor] hfile.LruBlockCache: totalSize=5.03 MB, freeSize=5.94 GB, max=5.95 GB, accesses=258, hits=248, hitRatio=96.12%, , cachingAccesses=254, cachingHits=244, cachingHitsRatio=96.06%, evictions=0, evicted=6, evictedPerRun=Infinity
2014-08-14 06:01:27,979 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.HMaster: balance hri=hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48., src=sceplus-vm48.almaden.ibm.com,16020,1408010699408, dest=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 06:01:27,980 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408020988046, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_CLOSE, ts=1408021287980, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 06:01:27,980 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_CLOSE
2014-08-14 06:01:27,985 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] regionserver.RSRpcServices: Close d4c372565ab1fd0cf9d509f0969b7a48, moving to sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 06:01:27,991 INFO  [StoreCloserThread-hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.-1] regionserver.HStore: Closed info
2014-08-14 06:01:27,992 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-1] regionserver.HRegion: Closed hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 06:01:27,993 WARN  [RS_CLOSE_REGION-sceplus-vm48:16020-1] regionserver.HRegionServer: Not adding moved region record: d4c372565ab1fd0cf9d509f0969b7a48 to self.
2014-08-14 06:01:27,994 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-1] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_CLOSE, ts=1408021287980, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=CLOSED, ts=1408021287994, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 06:01:27,994 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-1] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=CLOSED
2014-08-14 06:01:27,999 INFO  [AM.-pool1-t25] master.AssignmentManager: Assigning hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. to sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 06:01:27,999 INFO  [AM.-pool1-t25] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=CLOSED, ts=1408021287994, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408021287999, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 06:01:27,999 INFO  [AM.-pool1-t25] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_OPEN
2014-08-14 06:01:28,003 INFO  [AM.-pool1-t25] regionserver.RSRpcServices: Open hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 06:01:28,017 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] hfile.CacheConfig: blockCache=org.apache.hadoop.hbase.io.hfile.LruBlockCache@9cf29c, cacheDataOnRead=true, cacheDataOnWrite=false, cacheIndexesOnWrite=false, cacheBloomsOnWrite=false, cacheEvictOnClose=false, cacheCompressed=false, prefetchOnOpen=false
2014-08-14 06:01:28,018 INFO  [StoreOpener-d4c372565ab1fd0cf9d509f0969b7a48-1] compactions.CompactionConfiguration: size [134217728, 9223372036854775807); files [3, 10); ratio 1.200000; off-peak ratio 5.000000; throttle point 2560; major period 604800000, major jitter 0.500000
2014-08-14 06:01:28,042 INFO  [RS_OPEN_REGION-sceplus-vm48:16020-2] regionserver.HRegion: Onlined d4c372565ab1fd0cf9d509f0969b7a48; next sequenceid=8
2014-08-14 06:01:28,043 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] regionserver.HRegionServer: Post open deploy tasks for hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 06:01:28,043 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_OPEN, ts=1408021287999, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408021288043, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 06:01:28,043 INFO  [PostOpenDeployTasks:d4c372565ab1fd0cf9d509f0969b7a48] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=OPEN&openSeqNum=8&server=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 06:05:59,974 INFO  [LruBlockCacheStatsExecutor] hfile.LruBlockCache: totalSize=5.03 MB, freeSize=5.94 GB, max=5.95 GB, accesses=262, hits=252, hitRatio=96.18%, , cachingAccesses=258, cachingHits=248, cachingHitsRatio=96.12%, evictions=0, evicted=6, evictedPerRun=Infinity
2014-08-14 06:06:27,979 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.HMaster: balance hri=hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48., src=sceplus-vm48.almaden.ibm.com,16020,1408010699408, dest=sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 06:06:27,981 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStates: Transition {d4c372565ab1fd0cf9d509f0969b7a48 state=OPEN, ts=1408021288043, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780} to {d4c372565ab1fd0cf9d509f0969b7a48 state=PENDING_CLOSE, ts=1408021587981, server=sceplus-vm48.almaden.ibm.com,16020,1408015259780}
2014-08-14 06:06:27,981 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] master.RegionStateStore: Updating row hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48. with state=PENDING_CLOSE
2014-08-14 06:06:27,985 INFO  [sceplus-vm48.almaden.ibm.com,16020,1408015259780-BalancerChore] regionserver.RSRpcServices: Close d4c372565ab1fd0cf9d509f0969b7a48, moving to sceplus-vm48.almaden.ibm.com,16020,1408015259780
2014-08-14 06:06:27,991 INFO  [StoreCloserThread-hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.-1] regionserver.HStore: Closed info
2014-08-14 06:06:27,992 INFO  [RS_CLOSE_REGION-sceplus-vm48:16020-2] regionserver.HRegion: Closed hbase:namespace,,1407939303123.d4c372565ab1fd0cf9d509f0969b7a48.
2014-08-14 06:06:27,992 WARN  [RS_CLOSE_REGION-sceplus-vm48:16020-2] regionserver.HRegionServer: Not adding moved region record: d4c372565ab1fd0cf9d509f0969b7a48 to self.
